codice;geo_point
775;"{""type"":""Point"",""coordinates"":[11.314400665,44.440816667]}"
776;"{""type"":""Point"",""coordinates"":[11.314400665,44.443064968]}"
777;"{""type"":""Point"",""coordinates"":[11.314400665,44.445313269]}"
778;"{""type"":""Point"",""coordinates"":[11.314400665,44.44756157]}"
779;"{""type"":""Point"",""coordinates"":[11.314400665,44.44980987]}"
780;"{""type"":""Point"",""coordinates"":[11.314400665,44.452058171]}"
781;"{""type"":""Point"",""coordinates"":[11.314400665,44.454306472]}"
782;"{""type"":""Point"",""coordinates"":[11.314400665,44.456554773]}"
783;"{""type"":""Point"",""coordinates"":[11.314400665,44.458803074]}"
784;"{""type"":""Point"",""coordinates"":[11.314400665,44.461051375]}"
785;"{""type"":""Point"",""coordinates"":[11.314400665,44.463299676]}"
786;"{""type"":""Point"",""coordinates"":[11.314400665,44.465547977]}"
787;"{""type"":""Point"",""coordinates"":[11.314400665,44.467796278]}"
788;"{""type"":""Point"",""coordinates"":[11.314400665,44.470044579]}"
789;"{""type"":""Point"",""coordinates"":[11.314400665,44.47229288]}"
790;"{""type"":""Point"",""coordinates"":[11.314400665,44.47454118]}"
791;"{""type"":""Point"",""coordinates"":[11.314400665,44.476789481]}"
792;"{""type"":""Point"",""coordinates"":[11.314400665,44.479037782]}"
793;"{""type"":""Point"",""coordinates"":[11.314400665,44.481286083]}"
794;"{""type"":""Point"",""coordinates"":[11.314400665,44.483534384]}"
795;"{""type"":""Point"",""coordinates"":[11.314400665,44.485782685]}"
796;"{""type"":""Point"",""coordinates"":[11.314400665,44.488030986]}"
797;"{""type"":""Point"",""coordinates"":[11.314400665,44.490279287]}"
798;"{""type"":""Point"",""coordinates"":[11.314400665,44.492527588]}"
799;"{""type"":""Point"",""coordinates"":[11.314400665,44.494775889]}"
800;"{""type"":""Point"",""coordinates"":[11.314400665,44.49702419]}"
801;"{""type"":""Point"",""coordinates"":[11.314400665,44.49927249]}"
802;"{""type"":""Point"",""coordinates"":[11.314400665,44.501520791]}"
803;"{""type"":""Point"",""coordinates"":[11.314400665,44.503769092]}"
804;"{""type"":""Point"",""coordinates"":[11.314400665,44.506017393]}"
805;"{""type"":""Point"",""coordinates"":[11.314400665,44.508265694]}"
806;"{""type"":""Point"",""coordinates"":[11.314400665,44.510513995]}"
807;"{""type"":""Point"",""coordinates"":[11.314400665,44.512762296]}"
808;"{""type"":""Point"",""coordinates"":[11.314400665,44.515010597]}"
809;"{""type"":""Point"",""coordinates"":[11.314400665,44.517258898]}"
810;"{""type"":""Point"",""coordinates"":[11.314400665,44.519507199]}"
811;"{""type"":""Point"",""coordinates"":[11.314400665,44.5217555]}"
812;"{""type"":""Point"",""coordinates"":[11.314400665,44.5240038]}"
813;"{""type"":""Point"",""coordinates"":[11.314400665,44.526252101]}"
814;"{""type"":""Point"",""coordinates"":[11.314400665,44.528500402]}"
815;"{""type"":""Point"",""coordinates"":[11.314400665,44.530748703]}"
816;"{""type"":""Point"",""coordinates"":[11.314400665,44.532997004]}"
817;"{""type"":""Point"",""coordinates"":[11.314400665,44.535245305]}"
818;"{""type"":""Point"",""coordinates"":[11.314400665,44.537493606]}"
819;"{""type"":""Point"",""coordinates"":[11.314400665,44.539741907]}"
820;"{""type"":""Point"",""coordinates"":[11.314400665,44.541990208]}"
821;"{""type"":""Point"",""coordinates"":[11.314400665,44.544238509]}"
822;"{""type"":""Point"",""coordinates"":[11.314400665,44.54648681]}"
823;"{""type"":""Point"",""coordinates"":[11.31754843,44.42283026]}"
824;"{""type"":""Point"",""coordinates"":[11.31754843,44.42507856]}"
825;"{""type"":""Point"",""coordinates"":[11.31754843,44.427326861]}"
826;"{""type"":""Point"",""coordinates"":[11.31754843,44.429575162]}"
827;"{""type"":""Point"",""coordinates"":[11.31754843,44.431823463]}"
828;"{""type"":""Point"",""coordinates"":[11.31754843,44.434071764]}"
829;"{""type"":""Point"",""coordinates"":[11.31754843,44.436320065]}"
830;"{""type"":""Point"",""coordinates"":[11.31754843,44.438568366]}"
831;"{""type"":""Point"",""coordinates"":[11.31754843,44.440816667]}"
832;"{""type"":""Point"",""coordinates"":[11.31754843,44.443064968]}"
833;"{""type"":""Point"",""coordinates"":[11.31754843,44.445313269]}"
834;"{""type"":""Point"",""coordinates"":[11.31754843,44.44756157]}"
835;"{""type"":""Point"",""coordinates"":[11.31754843,44.44980987]}"
836;"{""type"":""Point"",""coordinates"":[11.31754843,44.452058171]}"
837;"{""type"":""Point"",""coordinates"":[11.31754843,44.454306472]}"
838;"{""type"":""Point"",""coordinates"":[11.31754843,44.456554773]}"
839;"{""type"":""Point"",""coordinates"":[11.31754843,44.458803074]}"
840;"{""type"":""Point"",""coordinates"":[11.31754843,44.461051375]}"
841;"{""type"":""Point"",""coordinates"":[11.31754843,44.463299676]}"
842;"{""type"":""Point"",""coordinates"":[11.31754843,44.465547977]}"
843;"{""type"":""Point"",""coordinates"":[11.31754843,44.467796278]}"
844;"{""type"":""Point"",""coordinates"":[11.31754843,44.470044579]}"
845;"{""type"":""Point"",""coordinates"":[11.31754843,44.47229288]}"
846;"{""type"":""Point"",""coordinates"":[11.31754843,44.47454118]}"
847;"{""type"":""Point"",""coordinates"":[11.31754843,44.476789481]}"
848;"{""type"":""Point"",""coordinates"":[11.31754843,44.479037782]}"
849;"{""type"":""Point"",""coordinates"":[11.31754843,44.481286083]}"
850;"{""type"":""Point"",""coordinates"":[11.31754843,44.483534384]}"
851;"{""type"":""Point"",""coordinates"":[11.31754843,44.485782685]}"
852;"{""type"":""Point"",""coordinates"":[11.31754843,44.488030986]}"
853;"{""type"":""Point"",""coordinates"":[11.31754843,44.490279287]}"
854;"{""type"":""Point"",""coordinates"":[11.31754843,44.492527588]}"
855;"{""type"":""Point"",""coordinates"":[11.31754843,44.494775889]}"
856;"{""type"":""Point"",""coordinates"":[11.31754843,44.49702419]}"
857;"{""type"":""Point"",""coordinates"":[11.31754843,44.49927249]}"
858;"{""type"":""Point"",""coordinates"":[11.31754843,44.501520791]}"
859;"{""type"":""Point"",""coordinates"":[11.31754843,44.503769092]}"
860;"{""type"":""Point"",""coordinates"":[11.31754843,44.506017393]}"
861;"{""type"":""Point"",""coordinates"":[11.31754843,44.508265694]}"
862;"{""type"":""Point"",""coordinates"":[11.31754843,44.510513995]}"
863;"{""type"":""Point"",""coordinates"":[11.31754843,44.512762296]}"
864;"{""type"":""Point"",""coordinates"":[11.31754843,44.515010597]}"
865;"{""type"":""Point"",""coordinates"":[11.31754843,44.517258898]}"
866;"{""type"":""Point"",""coordinates"":[11.31754843,44.519507199]}"
867;"{""type"":""Point"",""coordinates"":[11.31754843,44.5217555]}"
868;"{""type"":""Point"",""coordinates"":[11.31754843,44.5240038]}"
869;"{""type"":""Point"",""coordinates"":[11.31754843,44.526252101]}"
870;"{""type"":""Point"",""coordinates"":[11.31754843,44.528500402]}"
871;"{""type"":""Point"",""coordinates"":[11.31754843,44.530748703]}"
872;"{""type"":""Point"",""coordinates"":[11.31754843,44.532997004]}"
873;"{""type"":""Point"",""coordinates"":[11.31754843,44.535245305]}"
874;"{""type"":""Point"",""coordinates"":[11.31754843,44.537493606]}"
875;"{""type"":""Point"",""coordinates"":[11.31754843,44.539741907]}"
876;"{""type"":""Point"",""coordinates"":[11.31754843,44.541990208]}"
877;"{""type"":""Point"",""coordinates"":[11.31754843,44.544238509]}"
878;"{""type"":""Point"",""coordinates"":[11.320696195,44.42283026]}"
879;"{""type"":""Point"",""coordinates"":[11.320696195,44.42507856]}"
880;"{""type"":""Point"",""coordinates"":[11.320696195,44.427326861]}"
881;"{""type"":""Point"",""coordinates"":[11.320696195,44.429575162]}"
882;"{""type"":""Point"",""coordinates"":[11.320696195,44.431823463]}"
883;"{""type"":""Point"",""coordinates"":[11.320696195,44.434071764]}"
884;"{""type"":""Point"",""coordinates"":[11.320696195,44.436320065]}"
885;"{""type"":""Point"",""coordinates"":[11.320696195,44.438568366]}"
886;"{""type"":""Point"",""coordinates"":[11.320696195,44.440816667]}"
887;"{""type"":""Point"",""coordinates"":[11.320696195,44.443064968]}"
888;"{""type"":""Point"",""coordinates"":[11.320696195,44.445313269]}"
889;"{""type"":""Point"",""coordinates"":[11.320696195,44.44756157]}"
890;"{""type"":""Point"",""coordinates"":[11.320696195,44.44980987]}"
891;"{""type"":""Point"",""coordinates"":[11.320696195,44.452058171]}"
892;"{""type"":""Point"",""coordinates"":[11.320696195,44.454306472]}"
893;"{""type"":""Point"",""coordinates"":[11.320696195,44.456554773]}"
894;"{""type"":""Point"",""coordinates"":[11.320696195,44.458803074]}"
895;"{""type"":""Point"",""coordinates"":[11.320696195,44.461051375]}"
896;"{""type"":""Point"",""coordinates"":[11.320696195,44.463299676]}"
897;"{""type"":""Point"",""coordinates"":[11.320696195,44.465547977]}"
898;"{""type"":""Point"",""coordinates"":[11.320696195,44.467796278]}"
899;"{""type"":""Point"",""coordinates"":[11.320696195,44.470044579]}"
900;"{""type"":""Point"",""coordinates"":[11.320696195,44.47229288]}"
901;"{""type"":""Point"",""coordinates"":[11.320696195,44.47454118]}"
902;"{""type"":""Point"",""coordinates"":[11.320696195,44.476789481]}"
903;"{""type"":""Point"",""coordinates"":[11.320696195,44.479037782]}"
904;"{""type"":""Point"",""coordinates"":[11.320696195,44.481286083]}"
905;"{""type"":""Point"",""coordinates"":[11.320696195,44.483534384]}"
906;"{""type"":""Point"",""coordinates"":[11.320696195,44.485782685]}"
907;"{""type"":""Point"",""coordinates"":[11.320696195,44.488030986]}"
908;"{""type"":""Point"",""coordinates"":[11.320696195,44.490279287]}"
909;"{""type"":""Point"",""coordinates"":[11.320696195,44.492527588]}"
910;"{""type"":""Point"",""coordinates"":[11.320696195,44.494775889]}"
911;"{""type"":""Point"",""coordinates"":[11.320696195,44.49702419]}"
912;"{""type"":""Point"",""coordinates"":[11.320696195,44.49927249]}"
913;"{""type"":""Point"",""coordinates"":[11.320696195,44.501520791]}"
914;"{""type"":""Point"",""coordinates"":[11.320696195,44.503769092]}"
915;"{""type"":""Point"",""coordinates"":[11.320696195,44.506017393]}"
916;"{""type"":""Point"",""coordinates"":[11.320696195,44.508265694]}"
917;"{""type"":""Point"",""coordinates"":[11.320696195,44.510513995]}"
918;"{""type"":""Point"",""coordinates"":[11.320696195,44.512762296]}"
919;"{""type"":""Point"",""coordinates"":[11.320696195,44.515010597]}"
920;"{""type"":""Point"",""coordinates"":[11.320696195,44.517258898]}"
921;"{""type"":""Point"",""coordinates"":[11.320696195,44.519507199]}"
922;"{""type"":""Point"",""coordinates"":[11.320696195,44.5217555]}"
923;"{""type"":""Point"",""coordinates"":[11.320696195,44.5240038]}"
924;"{""type"":""Point"",""coordinates"":[11.320696195,44.526252101]}"
925;"{""type"":""Point"",""coordinates"":[11.320696195,44.528500402]}"
926;"{""type"":""Point"",""coordinates"":[11.320696195,44.530748703]}"
927;"{""type"":""Point"",""coordinates"":[11.320696195,44.532997004]}"
928;"{""type"":""Point"",""coordinates"":[11.320696195,44.535245305]}"
929;"{""type"":""Point"",""coordinates"":[11.320696195,44.537493606]}"
930;"{""type"":""Point"",""coordinates"":[11.320696195,44.539741907]}"
931;"{""type"":""Point"",""coordinates"":[11.320696195,44.541990208]}"
932;"{""type"":""Point"",""coordinates"":[11.320696195,44.544238509]}"
933;"{""type"":""Point"",""coordinates"":[11.323843959,44.42283026]}"
934;"{""type"":""Point"",""coordinates"":[11.323843959,44.42507856]}"
935;"{""type"":""Point"",""coordinates"":[11.323843959,44.427326861]}"
936;"{""type"":""Point"",""coordinates"":[11.323843959,44.429575162]}"
937;"{""type"":""Point"",""coordinates"":[11.323843959,44.431823463]}"
938;"{""type"":""Point"",""coordinates"":[11.323843959,44.434071764]}"
939;"{""type"":""Point"",""coordinates"":[11.323843959,44.436320065]}"
940;"{""type"":""Point"",""coordinates"":[11.323843959,44.438568366]}"
941;"{""type"":""Point"",""coordinates"":[11.323843959,44.440816667]}"
942;"{""type"":""Point"",""coordinates"":[11.323843959,44.443064968]}"
943;"{""type"":""Point"",""coordinates"":[11.323843959,44.445313269]}"
944;"{""type"":""Point"",""coordinates"":[11.323843959,44.44756157]}"
945;"{""type"":""Point"",""coordinates"":[11.323843959,44.44980987]}"
946;"{""type"":""Point"",""coordinates"":[11.323843959,44.452058171]}"
947;"{""type"":""Point"",""coordinates"":[11.323843959,44.454306472]}"
948;"{""type"":""Point"",""coordinates"":[11.323843959,44.456554773]}"
949;"{""type"":""Point"",""coordinates"":[11.323843959,44.458803074]}"
950;"{""type"":""Point"",""coordinates"":[11.323843959,44.461051375]}"
951;"{""type"":""Point"",""coordinates"":[11.323843959,44.463299676]}"
952;"{""type"":""Point"",""coordinates"":[11.323843959,44.465547977]}"
953;"{""type"":""Point"",""coordinates"":[11.323843959,44.467796278]}"
954;"{""type"":""Point"",""coordinates"":[11.323843959,44.470044579]}"
955;"{""type"":""Point"",""coordinates"":[11.323843959,44.47229288]}"
956;"{""type"":""Point"",""coordinates"":[11.323843959,44.47454118]}"
957;"{""type"":""Point"",""coordinates"":[11.323843959,44.476789481]}"
958;"{""type"":""Point"",""coordinates"":[11.323843959,44.479037782]}"
959;"{""type"":""Point"",""coordinates"":[11.323843959,44.481286083]}"
960;"{""type"":""Point"",""coordinates"":[11.323843959,44.483534384]}"
961;"{""type"":""Point"",""coordinates"":[11.323843959,44.485782685]}"
962;"{""type"":""Point"",""coordinates"":[11.323843959,44.488030986]}"
963;"{""type"":""Point"",""coordinates"":[11.323843959,44.490279287]}"
964;"{""type"":""Point"",""coordinates"":[11.323843959,44.492527588]}"
965;"{""type"":""Point"",""coordinates"":[11.323843959,44.494775889]}"
966;"{""type"":""Point"",""coordinates"":[11.323843959,44.49702419]}"
967;"{""type"":""Point"",""coordinates"":[11.323843959,44.49927249]}"
968;"{""type"":""Point"",""coordinates"":[11.323843959,44.501520791]}"
969;"{""type"":""Point"",""coordinates"":[11.323843959,44.503769092]}"
970;"{""type"":""Point"",""coordinates"":[11.323843959,44.506017393]}"
971;"{""type"":""Point"",""coordinates"":[11.323843959,44.508265694]}"
972;"{""type"":""Point"",""coordinates"":[11.323843959,44.510513995]}"
973;"{""type"":""Point"",""coordinates"":[11.323843959,44.512762296]}"
974;"{""type"":""Point"",""coordinates"":[11.323843959,44.515010597]}"
975;"{""type"":""Point"",""coordinates"":[11.323843959,44.517258898]}"
976;"{""type"":""Point"",""coordinates"":[11.323843959,44.519507199]}"
977;"{""type"":""Point"",""coordinates"":[11.323843959,44.5217555]}"
978;"{""type"":""Point"",""coordinates"":[11.323843959,44.5240038]}"
979;"{""type"":""Point"",""coordinates"":[11.323843959,44.526252101]}"
980;"{""type"":""Point"",""coordinates"":[11.323843959,44.528500402]}"
981;"{""type"":""Point"",""coordinates"":[11.323843959,44.530748703]}"
982;"{""type"":""Point"",""coordinates"":[11.323843959,44.532997004]}"
983;"{""type"":""Point"",""coordinates"":[11.323843959,44.535245305]}"
984;"{""type"":""Point"",""coordinates"":[11.323843959,44.537493606]}"
985;"{""type"":""Point"",""coordinates"":[11.323843959,44.539741907]}"
986;"{""type"":""Point"",""coordinates"":[11.323843959,44.541990208]}"
987;"{""type"":""Point"",""coordinates"":[11.323843959,44.544238509]}"
988;"{""type"":""Point"",""coordinates"":[11.323843959,44.54648681]}"
989;"{""type"":""Point"",""coordinates"":[11.326991724,44.42507856]}"
990;"{""type"":""Point"",""coordinates"":[11.326991724,44.427326861]}"
991;"{""type"":""Point"",""coordinates"":[11.326991724,44.429575162]}"
992;"{""type"":""Point"",""coordinates"":[11.326991724,44.431823463]}"
993;"{""type"":""Point"",""coordinates"":[11.326991724,44.434071764]}"
994;"{""type"":""Point"",""coordinates"":[11.326991724,44.436320065]}"
995;"{""type"":""Point"",""coordinates"":[11.326991724,44.438568366]}"
996;"{""type"":""Point"",""coordinates"":[11.326991724,44.440816667]}"
997;"{""type"":""Point"",""coordinates"":[11.326991724,44.443064968]}"
998;"{""type"":""Point"",""coordinates"":[11.326991724,44.445313269]}"
999;"{""type"":""Point"",""coordinates"":[11.326991724,44.44756157]}"
1000;"{""type"":""Point"",""coordinates"":[11.326991724,44.44980987]}"
1001;"{""type"":""Point"",""coordinates"":[11.326991724,44.452058171]}"
1002;"{""type"":""Point"",""coordinates"":[11.326991724,44.454306472]}"
1003;"{""type"":""Point"",""coordinates"":[11.326991724,44.456554773]}"
1004;"{""type"":""Point"",""coordinates"":[11.326991724,44.458803074]}"
1005;"{""type"":""Point"",""coordinates"":[11.326991724,44.461051375]}"
1006;"{""type"":""Point"",""coordinates"":[11.326991724,44.463299676]}"
1007;"{""type"":""Point"",""coordinates"":[11.326991724,44.465547977]}"
1008;"{""type"":""Point"",""coordinates"":[11.326991724,44.467796278]}"
1009;"{""type"":""Point"",""coordinates"":[11.326991724,44.470044579]}"
1010;"{""type"":""Point"",""coordinates"":[11.326991724,44.47229288]}"
1011;"{""type"":""Point"",""coordinates"":[11.326991724,44.47454118]}"
1012;"{""type"":""Point"",""coordinates"":[11.326991724,44.476789481]}"
1013;"{""type"":""Point"",""coordinates"":[11.326991724,44.479037782]}"
1014;"{""type"":""Point"",""coordinates"":[11.326991724,44.481286083]}"
1015;"{""type"":""Point"",""coordinates"":[11.326991724,44.483534384]}"
1016;"{""type"":""Point"",""coordinates"":[11.326991724,44.485782685]}"
1017;"{""type"":""Point"",""coordinates"":[11.326991724,44.488030986]}"
1018;"{""type"":""Point"",""coordinates"":[11.326991724,44.490279287]}"
1019;"{""type"":""Point"",""coordinates"":[11.326991724,44.492527588]}"
1020;"{""type"":""Point"",""coordinates"":[11.326991724,44.494775889]}"
1021;"{""type"":""Point"",""coordinates"":[11.326991724,44.49702419]}"
1022;"{""type"":""Point"",""coordinates"":[11.326991724,44.49927249]}"
1023;"{""type"":""Point"",""coordinates"":[11.326991724,44.501520791]}"
1024;"{""type"":""Point"",""coordinates"":[11.326991724,44.503769092]}"
1025;"{""type"":""Point"",""coordinates"":[11.326991724,44.506017393]}"
1026;"{""type"":""Point"",""coordinates"":[11.326991724,44.508265694]}"
1027;"{""type"":""Point"",""coordinates"":[11.326991724,44.510513995]}"
1028;"{""type"":""Point"",""coordinates"":[11.326991724,44.512762296]}"
1029;"{""type"":""Point"",""coordinates"":[11.326991724,44.515010597]}"
1030;"{""type"":""Point"",""coordinates"":[11.326991724,44.517258898]}"
1031;"{""type"":""Point"",""coordinates"":[11.326991724,44.519507199]}"
1032;"{""type"":""Point"",""coordinates"":[11.326991724,44.5217555]}"
1033;"{""type"":""Point"",""coordinates"":[11.326991724,44.5240038]}"
1034;"{""type"":""Point"",""coordinates"":[11.326991724,44.526252101]}"
1035;"{""type"":""Point"",""coordinates"":[11.326991724,44.528500402]}"
1036;"{""type"":""Point"",""coordinates"":[11.326991724,44.530748703]}"
1037;"{""type"":""Point"",""coordinates"":[11.326991724,44.532997004]}"
1038;"{""type"":""Point"",""coordinates"":[11.326991724,44.535245305]}"
1039;"{""type"":""Point"",""coordinates"":[11.326991724,44.537493606]}"
1040;"{""type"":""Point"",""coordinates"":[11.326991724,44.539741907]}"
1041;"{""type"":""Point"",""coordinates"":[11.326991724,44.541990208]}"
1042;"{""type"":""Point"",""coordinates"":[11.326991724,44.544238509]}"
1043;"{""type"":""Point"",""coordinates"":[11.326991724,44.54648681]}"
1044;"{""type"":""Point"",""coordinates"":[11.330139489,44.42507856]}"
1045;"{""type"":""Point"",""coordinates"":[11.330139489,44.427326861]}"
1046;"{""type"":""Point"",""coordinates"":[11.330139489,44.429575162]}"
1047;"{""type"":""Point"",""coordinates"":[11.330139489,44.431823463]}"
1048;"{""type"":""Point"",""coordinates"":[11.330139489,44.434071764]}"
1049;"{""type"":""Point"",""coordinates"":[11.330139489,44.436320065]}"
1050;"{""type"":""Point"",""coordinates"":[11.330139489,44.438568366]}"
1051;"{""type"":""Point"",""coordinates"":[11.330139489,44.440816667]}"
1052;"{""type"":""Point"",""coordinates"":[11.330139489,44.443064968]}"
1053;"{""type"":""Point"",""coordinates"":[11.330139489,44.445313269]}"
1054;"{""type"":""Point"",""coordinates"":[11.330139489,44.44756157]}"
1055;"{""type"":""Point"",""coordinates"":[11.330139489,44.44980987]}"
1056;"{""type"":""Point"",""coordinates"":[11.330139489,44.452058171]}"
1057;"{""type"":""Point"",""coordinates"":[11.330139489,44.454306472]}"
1058;"{""type"":""Point"",""coordinates"":[11.330139489,44.456554773]}"
1059;"{""type"":""Point"",""coordinates"":[11.330139489,44.458803074]}"
1060;"{""type"":""Point"",""coordinates"":[11.330139489,44.461051375]}"
1061;"{""type"":""Point"",""coordinates"":[11.330139489,44.463299676]}"
1062;"{""type"":""Point"",""coordinates"":[11.330139489,44.465547977]}"
1063;"{""type"":""Point"",""coordinates"":[11.330139489,44.467796278]}"
1064;"{""type"":""Point"",""coordinates"":[11.330139489,44.470044579]}"
1065;"{""type"":""Point"",""coordinates"":[11.330139489,44.47229288]}"
1066;"{""type"":""Point"",""coordinates"":[11.330139489,44.47454118]}"
1067;"{""type"":""Point"",""coordinates"":[11.330139489,44.476789481]}"
1068;"{""type"":""Point"",""coordinates"":[11.330139489,44.479037782]}"
1069;"{""type"":""Point"",""coordinates"":[11.330139489,44.481286083]}"
1070;"{""type"":""Point"",""coordinates"":[11.330139489,44.483534384]}"
1071;"{""type"":""Point"",""coordinates"":[11.330139489,44.485782685]}"
1072;"{""type"":""Point"",""coordinates"":[11.330139489,44.488030986]}"
1073;"{""type"":""Point"",""coordinates"":[11.330139489,44.490279287]}"
1074;"{""type"":""Point"",""coordinates"":[11.330139489,44.492527588]}"
1075;"{""type"":""Point"",""coordinates"":[11.330139489,44.494775889]}"
1076;"{""type"":""Point"",""coordinates"":[11.330139489,44.49702419]}"
1077;"{""type"":""Point"",""coordinates"":[11.330139489,44.49927249]}"
1078;"{""type"":""Point"",""coordinates"":[11.330139489,44.501520791]}"
1079;"{""type"":""Point"",""coordinates"":[11.330139489,44.503769092]}"
1080;"{""type"":""Point"",""coordinates"":[11.330139489,44.506017393]}"
1081;"{""type"":""Point"",""coordinates"":[11.330139489,44.508265694]}"
1082;"{""type"":""Point"",""coordinates"":[11.330139489,44.510513995]}"
1083;"{""type"":""Point"",""coordinates"":[11.330139489,44.512762296]}"
1084;"{""type"":""Point"",""coordinates"":[11.330139489,44.515010597]}"
1085;"{""type"":""Point"",""coordinates"":[11.330139489,44.517258898]}"
1086;"{""type"":""Point"",""coordinates"":[11.330139489,44.519507199]}"
1087;"{""type"":""Point"",""coordinates"":[11.330139489,44.5217555]}"
1088;"{""type"":""Point"",""coordinates"":[11.330139489,44.5240038]}"
1089;"{""type"":""Point"",""coordinates"":[11.330139489,44.526252101]}"
1090;"{""type"":""Point"",""coordinates"":[11.330139489,44.528500402]}"
1091;"{""type"":""Point"",""coordinates"":[11.330139489,44.530748703]}"
1092;"{""type"":""Point"",""coordinates"":[11.330139489,44.532997004]}"
1093;"{""type"":""Point"",""coordinates"":[11.330139489,44.535245305]}"
1094;"{""type"":""Point"",""coordinates"":[11.330139489,44.537493606]}"
1095;"{""type"":""Point"",""coordinates"":[11.330139489,44.539741907]}"
1096;"{""type"":""Point"",""coordinates"":[11.330139489,44.541990208]}"
1097;"{""type"":""Point"",""coordinates"":[11.330139489,44.544238509]}"
1098;"{""type"":""Point"",""coordinates"":[11.330139489,44.54648681]}"
1099;"{""type"":""Point"",""coordinates"":[11.333287254,44.427326861]}"
1100;"{""type"":""Point"",""coordinates"":[11.333287254,44.429575162]}"
1101;"{""type"":""Point"",""coordinates"":[11.333287254,44.431823463]}"
1102;"{""type"":""Point"",""coordinates"":[11.333287254,44.438568366]}"
1103;"{""type"":""Point"",""coordinates"":[11.333287254,44.440816667]}"
1104;"{""type"":""Point"",""coordinates"":[11.333287254,44.443064968]}"
1105;"{""type"":""Point"",""coordinates"":[11.333287254,44.445313269]}"
1106;"{""type"":""Point"",""coordinates"":[11.333287254,44.44756157]}"
1107;"{""type"":""Point"",""coordinates"":[11.333287254,44.44980987]}"
1108;"{""type"":""Point"",""coordinates"":[11.333287254,44.452058171]}"
1109;"{""type"":""Point"",""coordinates"":[11.333287254,44.454306472]}"
1110;"{""type"":""Point"",""coordinates"":[11.333287254,44.456554773]}"
1111;"{""type"":""Point"",""coordinates"":[11.333287254,44.458803074]}"
1112;"{""type"":""Point"",""coordinates"":[11.333287254,44.461051375]}"
1113;"{""type"":""Point"",""coordinates"":[11.333287254,44.463299676]}"
1114;"{""type"":""Point"",""coordinates"":[11.333287254,44.465547977]}"
1115;"{""type"":""Point"",""coordinates"":[11.333287254,44.467796278]}"
1116;"{""type"":""Point"",""coordinates"":[11.333287254,44.470044579]}"
1117;"{""type"":""Point"",""coordinates"":[11.333287254,44.47229288]}"
1118;"{""type"":""Point"",""coordinates"":[11.333287254,44.47454118]}"
1119;"{""type"":""Point"",""coordinates"":[11.333287254,44.476789481]}"
1120;"{""type"":""Point"",""coordinates"":[11.333287254,44.479037782]}"
1121;"{""type"":""Point"",""coordinates"":[11.333287254,44.481286083]}"
1122;"{""type"":""Point"",""coordinates"":[11.333287254,44.483534384]}"
1123;"{""type"":""Point"",""coordinates"":[11.333287254,44.485782685]}"
1124;"{""type"":""Point"",""coordinates"":[11.333287254,44.488030986]}"
1125;"{""type"":""Point"",""coordinates"":[11.333287254,44.490279287]}"
1126;"{""type"":""Point"",""coordinates"":[11.333287254,44.492527588]}"
1127;"{""type"":""Point"",""coordinates"":[11.333287254,44.494775889]}"
1128;"{""type"":""Point"",""coordinates"":[11.333287254,44.49702419]}"
1129;"{""type"":""Point"",""coordinates"":[11.333287254,44.49927249]}"
1130;"{""type"":""Point"",""coordinates"":[11.333287254,44.501520791]}"
1131;"{""type"":""Point"",""coordinates"":[11.333287254,44.503769092]}"
1132;"{""type"":""Point"",""coordinates"":[11.333287254,44.506017393]}"
1133;"{""type"":""Point"",""coordinates"":[11.333287254,44.508265694]}"
1134;"{""type"":""Point"",""coordinates"":[11.333287254,44.510513995]}"
1135;"{""type"":""Point"",""coordinates"":[11.333287254,44.512762296]}"
1136;"{""type"":""Point"",""coordinates"":[11.333287254,44.515010597]}"
1137;"{""type"":""Point"",""coordinates"":[11.333287254,44.517258898]}"
1138;"{""type"":""Point"",""coordinates"":[11.333287254,44.519507199]}"
1139;"{""type"":""Point"",""coordinates"":[11.333287254,44.5217555]}"
1140;"{""type"":""Point"",""coordinates"":[11.333287254,44.5240038]}"
1141;"{""type"":""Point"",""coordinates"":[11.333287254,44.526252101]}"
1142;"{""type"":""Point"",""coordinates"":[11.333287254,44.528500402]}"
1143;"{""type"":""Point"",""coordinates"":[11.333287254,44.530748703]}"
1144;"{""type"":""Point"",""coordinates"":[11.333287254,44.532997004]}"
1145;"{""type"":""Point"",""coordinates"":[11.333287254,44.535245305]}"
1146;"{""type"":""Point"",""coordinates"":[11.333287254,44.537493606]}"
1147;"{""type"":""Point"",""coordinates"":[11.333287254,44.539741907]}"
1148;"{""type"":""Point"",""coordinates"":[11.333287254,44.541990208]}"
1149;"{""type"":""Point"",""coordinates"":[11.333287254,44.54648681]}"
1150;"{""type"":""Point"",""coordinates"":[11.336435018,44.429575162]}"
1151;"{""type"":""Point"",""coordinates"":[11.336435018,44.438568366]}"
1152;"{""type"":""Point"",""coordinates"":[11.336435018,44.440816667]}"
1153;"{""type"":""Point"",""coordinates"":[11.336435018,44.443064968]}"
1154;"{""type"":""Point"",""coordinates"":[11.336435018,44.445313269]}"
1155;"{""type"":""Point"",""coordinates"":[11.336435018,44.44756157]}"
1156;"{""type"":""Point"",""coordinates"":[11.336435018,44.44980987]}"
1157;"{""type"":""Point"",""coordinates"":[11.336435018,44.452058171]}"
1158;"{""type"":""Point"",""coordinates"":[11.336435018,44.454306472]}"
