codice;geo_point
1537;"{""type"":""Point"",""coordinates"":[11.358469372,44.537493606]}"
1538;"{""type"":""Point"",""coordinates"":[11.358469372,44.539741907]}"
1539;"{""type"":""Point"",""coordinates"":[11.358469372,44.541990208]}"
1540;"{""type"":""Point"",""coordinates"":[11.358469372,44.544238509]}"
1541;"{""type"":""Point"",""coordinates"":[11.358469372,44.54648681]}"
1542;"{""type"":""Point"",""coordinates"":[11.358469372,44.54873511]}"
1543;"{""type"":""Point"",""coordinates"":[11.358469372,44.550983411]}"
1544;"{""type"":""Point"",""coordinates"":[11.361617137,44.452058171]}"
1545;"{""type"":""Point"",""coordinates"":[11.361617137,44.454306472]}"
1546;"{""type"":""Point"",""coordinates"":[11.361617137,44.456554773]}"
1547;"{""type"":""Point"",""coordinates"":[11.361617137,44.458803074]}"
1548;"{""type"":""Point"",""coordinates"":[11.361617137,44.461051375]}"
1549;"{""type"":""Point"",""coordinates"":[11.361617137,44.463299676]}"
1550;"{""type"":""Point"",""coordinates"":[11.361617137,44.465547977]}"
1551;"{""type"":""Point"",""coordinates"":[11.361617137,44.467796278]}"
1552;"{""type"":""Point"",""coordinates"":[11.361617137,44.470044579]}"
1553;"{""type"":""Point"",""coordinates"":[11.361617137,44.47229288]}"
1554;"{""type"":""Point"",""coordinates"":[11.361617137,44.47454118]}"
1555;"{""type"":""Point"",""coordinates"":[11.361617137,44.476789481]}"
1556;"{""type"":""Point"",""coordinates"":[11.361617137,44.479037782]}"
1557;"{""type"":""Point"",""coordinates"":[11.361617137,44.481286083]}"
1558;"{""type"":""Point"",""coordinates"":[11.361617137,44.483534384]}"
1559;"{""type"":""Point"",""coordinates"":[11.361617137,44.485782685]}"
1560;"{""type"":""Point"",""coordinates"":[11.361617137,44.488030986]}"
1561;"{""type"":""Point"",""coordinates"":[11.361617137,44.490279287]}"
1562;"{""type"":""Point"",""coordinates"":[11.361617137,44.492527588]}"
1563;"{""type"":""Point"",""coordinates"":[11.361617137,44.494775889]}"
1564;"{""type"":""Point"",""coordinates"":[11.361617137,44.49702419]}"
1565;"{""type"":""Point"",""coordinates"":[11.361617137,44.49927249]}"
1566;"{""type"":""Point"",""coordinates"":[11.361617137,44.501520791]}"
1567;"{""type"":""Point"",""coordinates"":[11.361617137,44.503769092]}"
1568;"{""type"":""Point"",""coordinates"":[11.361617137,44.506017393]}"
1569;"{""type"":""Point"",""coordinates"":[11.361617137,44.508265694]}"
1570;"{""type"":""Point"",""coordinates"":[11.361617137,44.510513995]}"
1571;"{""type"":""Point"",""coordinates"":[11.361617137,44.512762296]}"
1572;"{""type"":""Point"",""coordinates"":[11.361617137,44.515010597]}"
1573;"{""type"":""Point"",""coordinates"":[11.361617137,44.517258898]}"
1574;"{""type"":""Point"",""coordinates"":[11.361617137,44.519507199]}"
1575;"{""type"":""Point"",""coordinates"":[11.361617137,44.5217555]}"
1576;"{""type"":""Point"",""coordinates"":[11.361617137,44.5240038]}"
1577;"{""type"":""Point"",""coordinates"":[11.361617137,44.526252101]}"
1578;"{""type"":""Point"",""coordinates"":[11.361617137,44.528500402]}"
1579;"{""type"":""Point"",""coordinates"":[11.361617137,44.530748703]}"
1580;"{""type"":""Point"",""coordinates"":[11.361617137,44.532997004]}"
1581;"{""type"":""Point"",""coordinates"":[11.361617137,44.535245305]}"
1582;"{""type"":""Point"",""coordinates"":[11.361617137,44.537493606]}"
1583;"{""type"":""Point"",""coordinates"":[11.361617137,44.539741907]}"
1584;"{""type"":""Point"",""coordinates"":[11.361617137,44.541990208]}"
1585;"{""type"":""Point"",""coordinates"":[11.361617137,44.544238509]}"
1586;"{""type"":""Point"",""coordinates"":[11.361617137,44.54648681]}"
1587;"{""type"":""Point"",""coordinates"":[11.361617137,44.54873511]}"
1588;"{""type"":""Point"",""coordinates"":[11.361617137,44.550983411]}"
1589;"{""type"":""Point"",""coordinates"":[11.361617137,44.553231712]}"
1590;"{""type"":""Point"",""coordinates"":[11.364764901,44.452058171]}"
1591;"{""type"":""Point"",""coordinates"":[11.364764901,44.454306472]}"
1592;"{""type"":""Point"",""coordinates"":[11.364764901,44.456554773]}"
1593;"{""type"":""Point"",""coordinates"":[11.364764901,44.458803074]}"
1594;"{""type"":""Point"",""coordinates"":[11.364764901,44.461051375]}"
1595;"{""type"":""Point"",""coordinates"":[11.364764901,44.463299676]}"
1596;"{""type"":""Point"",""coordinates"":[11.364764901,44.465547977]}"
1597;"{""type"":""Point"",""coordinates"":[11.364764901,44.467796278]}"
1598;"{""type"":""Point"",""coordinates"":[11.364764901,44.470044579]}"
1599;"{""type"":""Point"",""coordinates"":[11.364764901,44.47229288]}"
1600;"{""type"":""Point"",""coordinates"":[11.364764901,44.47454118]}"
1601;"{""type"":""Point"",""coordinates"":[11.364764901,44.476789481]}"
1602;"{""type"":""Point"",""coordinates"":[11.364764901,44.479037782]}"
1603;"{""type"":""Point"",""coordinates"":[11.364764901,44.481286083]}"
1604;"{""type"":""Point"",""coordinates"":[11.364764901,44.483534384]}"
1605;"{""type"":""Point"",""coordinates"":[11.364764901,44.485782685]}"
1606;"{""type"":""Point"",""coordinates"":[11.364764901,44.488030986]}"
1607;"{""type"":""Point"",""coordinates"":[11.364764901,44.490279287]}"
1608;"{""type"":""Point"",""coordinates"":[11.364764901,44.492527588]}"
1609;"{""type"":""Point"",""coordinates"":[11.364764901,44.494775889]}"
1610;"{""type"":""Point"",""coordinates"":[11.364764901,44.49702419]}"
1611;"{""type"":""Point"",""coordinates"":[11.364764901,44.49927249]}"
1612;"{""type"":""Point"",""coordinates"":[11.364764901,44.501520791]}"
1613;"{""type"":""Point"",""coordinates"":[11.364764901,44.503769092]}"
1614;"{""type"":""Point"",""coordinates"":[11.364764901,44.506017393]}"
1615;"{""type"":""Point"",""coordinates"":[11.364764901,44.508265694]}"
1616;"{""type"":""Point"",""coordinates"":[11.364764901,44.510513995]}"
1617;"{""type"":""Point"",""coordinates"":[11.364764901,44.512762296]}"
1618;"{""type"":""Point"",""coordinates"":[11.364764901,44.515010597]}"
1619;"{""type"":""Point"",""coordinates"":[11.364764901,44.517258898]}"
1620;"{""type"":""Point"",""coordinates"":[11.364764901,44.519507199]}"
1621;"{""type"":""Point"",""coordinates"":[11.364764901,44.5217555]}"
1622;"{""type"":""Point"",""coordinates"":[11.364764901,44.5240038]}"
1623;"{""type"":""Point"",""coordinates"":[11.364764901,44.526252101]}"
1624;"{""type"":""Point"",""coordinates"":[11.364764901,44.528500402]}"
1625;"{""type"":""Point"",""coordinates"":[11.364764901,44.530748703]}"
1626;"{""type"":""Point"",""coordinates"":[11.364764901,44.532997004]}"
1627;"{""type"":""Point"",""coordinates"":[11.364764901,44.535245305]}"
1628;"{""type"":""Point"",""coordinates"":[11.364764901,44.537493606]}"
1629;"{""type"":""Point"",""coordinates"":[11.364764901,44.539741907]}"
1630;"{""type"":""Point"",""coordinates"":[11.364764901,44.541990208]}"
1631;"{""type"":""Point"",""coordinates"":[11.364764901,44.544238509]}"
1632;"{""type"":""Point"",""coordinates"":[11.364764901,44.54648681]}"
1633;"{""type"":""Point"",""coordinates"":[11.364764901,44.54873511]}"
1634;"{""type"":""Point"",""coordinates"":[11.364764901,44.550983411]}"
1635;"{""type"":""Point"",""coordinates"":[11.364764901,44.553231712]}"
1636;"{""type"":""Point"",""coordinates"":[11.364764901,44.555480013]}"
1637;"{""type"":""Point"",""coordinates"":[11.367912666,44.44980987]}"
1638;"{""type"":""Point"",""coordinates"":[11.367912666,44.452058171]}"
1639;"{""type"":""Point"",""coordinates"":[11.367912666,44.454306472]}"
1640;"{""type"":""Point"",""coordinates"":[11.367912666,44.456554773]}"
1641;"{""type"":""Point"",""coordinates"":[11.367912666,44.458803074]}"
1642;"{""type"":""Point"",""coordinates"":[11.367912666,44.461051375]}"
1643;"{""type"":""Point"",""coordinates"":[11.367912666,44.463299676]}"
1644;"{""type"":""Point"",""coordinates"":[11.367912666,44.465547977]}"
1645;"{""type"":""Point"",""coordinates"":[11.367912666,44.467796278]}"
1646;"{""type"":""Point"",""coordinates"":[11.367912666,44.470044579]}"
1647;"{""type"":""Point"",""coordinates"":[11.367912666,44.47229288]}"
1648;"{""type"":""Point"",""coordinates"":[11.367912666,44.47454118]}"
1649;"{""type"":""Point"",""coordinates"":[11.367912666,44.476789481]}"
1650;"{""type"":""Point"",""coordinates"":[11.367912666,44.479037782]}"
1651;"{""type"":""Point"",""coordinates"":[11.367912666,44.481286083]}"
1652;"{""type"":""Point"",""coordinates"":[11.367912666,44.483534384]}"
1653;"{""type"":""Point"",""coordinates"":[11.367912666,44.485782685]}"
1654;"{""type"":""Point"",""coordinates"":[11.367912666,44.488030986]}"
1655;"{""type"":""Point"",""coordinates"":[11.367912666,44.490279287]}"
1656;"{""type"":""Point"",""coordinates"":[11.367912666,44.492527588]}"
1657;"{""type"":""Point"",""coordinates"":[11.367912666,44.494775889]}"
1658;"{""type"":""Point"",""coordinates"":[11.367912666,44.49702419]}"
1659;"{""type"":""Point"",""coordinates"":[11.367912666,44.49927249]}"
1660;"{""type"":""Point"",""coordinates"":[11.367912666,44.501520791]}"
1661;"{""type"":""Point"",""coordinates"":[11.367912666,44.503769092]}"
1662;"{""type"":""Point"",""coordinates"":[11.367912666,44.506017393]}"
1663;"{""type"":""Point"",""coordinates"":[11.367912666,44.508265694]}"
1664;"{""type"":""Point"",""coordinates"":[11.367912666,44.510513995]}"
1665;"{""type"":""Point"",""coordinates"":[11.367912666,44.512762296]}"
1666;"{""type"":""Point"",""coordinates"":[11.367912666,44.515010597]}"
1667;"{""type"":""Point"",""coordinates"":[11.367912666,44.517258898]}"
1668;"{""type"":""Point"",""coordinates"":[11.367912666,44.519507199]}"
1669;"{""type"":""Point"",""coordinates"":[11.367912666,44.5217555]}"
1670;"{""type"":""Point"",""coordinates"":[11.367912666,44.5240038]}"
1671;"{""type"":""Point"",""coordinates"":[11.367912666,44.526252101]}"
1672;"{""type"":""Point"",""coordinates"":[11.367912666,44.528500402]}"
1673;"{""type"":""Point"",""coordinates"":[11.367912666,44.530748703]}"
1674;"{""type"":""Point"",""coordinates"":[11.367912666,44.532997004]}"
1675;"{""type"":""Point"",""coordinates"":[11.367912666,44.535245305]}"
1676;"{""type"":""Point"",""coordinates"":[11.367912666,44.537493606]}"
1677;"{""type"":""Point"",""coordinates"":[11.367912666,44.539741907]}"
1678;"{""type"":""Point"",""coordinates"":[11.367912666,44.541990208]}"
1679;"{""type"":""Point"",""coordinates"":[11.367912666,44.544238509]}"
1680;"{""type"":""Point"",""coordinates"":[11.367912666,44.54648681]}"
1681;"{""type"":""Point"",""coordinates"":[11.367912666,44.54873511]}"
1682;"{""type"":""Point"",""coordinates"":[11.367912666,44.550983411]}"
1683;"{""type"":""Point"",""coordinates"":[11.371060431,44.44980987]}"
1684;"{""type"":""Point"",""coordinates"":[11.371060431,44.452058171]}"
1685;"{""type"":""Point"",""coordinates"":[11.371060431,44.454306472]}"
1686;"{""type"":""Point"",""coordinates"":[11.371060431,44.456554773]}"
1687;"{""type"":""Point"",""coordinates"":[11.371060431,44.458803074]}"
1688;"{""type"":""Point"",""coordinates"":[11.371060431,44.461051375]}"
1689;"{""type"":""Point"",""coordinates"":[11.371060431,44.463299676]}"
1690;"{""type"":""Point"",""coordinates"":[11.371060431,44.465547977]}"
1691;"{""type"":""Point"",""coordinates"":[11.371060431,44.467796278]}"
1692;"{""type"":""Point"",""coordinates"":[11.371060431,44.470044579]}"
1693;"{""type"":""Point"",""coordinates"":[11.371060431,44.47229288]}"
1694;"{""type"":""Point"",""coordinates"":[11.371060431,44.47454118]}"
1695;"{""type"":""Point"",""coordinates"":[11.371060431,44.476789481]}"
1696;"{""type"":""Point"",""coordinates"":[11.371060431,44.479037782]}"
1697;"{""type"":""Point"",""coordinates"":[11.371060431,44.481286083]}"
1698;"{""type"":""Point"",""coordinates"":[11.371060431,44.483534384]}"
1699;"{""type"":""Point"",""coordinates"":[11.371060431,44.485782685]}"
1700;"{""type"":""Point"",""coordinates"":[11.371060431,44.488030986]}"
1701;"{""type"":""Point"",""coordinates"":[11.371060431,44.490279287]}"
1702;"{""type"":""Point"",""coordinates"":[11.371060431,44.492527588]}"
1703;"{""type"":""Point"",""coordinates"":[11.371060431,44.494775889]}"
1704;"{""type"":""Point"",""coordinates"":[11.371060431,44.49702419]}"
1705;"{""type"":""Point"",""coordinates"":[11.371060431,44.49927249]}"
1706;"{""type"":""Point"",""coordinates"":[11.371060431,44.501520791]}"
1707;"{""type"":""Point"",""coordinates"":[11.371060431,44.503769092]}"
1708;"{""type"":""Point"",""coordinates"":[11.371060431,44.506017393]}"
1709;"{""type"":""Point"",""coordinates"":[11.371060431,44.508265694]}"
1710;"{""type"":""Point"",""coordinates"":[11.371060431,44.510513995]}"
1711;"{""type"":""Point"",""coordinates"":[11.371060431,44.512762296]}"
1712;"{""type"":""Point"",""coordinates"":[11.371060431,44.515010597]}"
1713;"{""type"":""Point"",""coordinates"":[11.371060431,44.517258898]}"
1714;"{""type"":""Point"",""coordinates"":[11.371060431,44.519507199]}"
1715;"{""type"":""Point"",""coordinates"":[11.371060431,44.5217555]}"
1716;"{""type"":""Point"",""coordinates"":[11.371060431,44.5240038]}"
1717;"{""type"":""Point"",""coordinates"":[11.371060431,44.526252101]}"
1718;"{""type"":""Point"",""coordinates"":[11.371060431,44.528500402]}"
1719;"{""type"":""Point"",""coordinates"":[11.371060431,44.530748703]}"
1720;"{""type"":""Point"",""coordinates"":[11.371060431,44.532997004]}"
1721;"{""type"":""Point"",""coordinates"":[11.371060431,44.535245305]}"
1722;"{""type"":""Point"",""coordinates"":[11.371060431,44.537493606]}"
1723;"{""type"":""Point"",""coordinates"":[11.371060431,44.539741907]}"
1724;"{""type"":""Point"",""coordinates"":[11.371060431,44.541990208]}"
1725;"{""type"":""Point"",""coordinates"":[11.371060431,44.544238509]}"
1726;"{""type"":""Point"",""coordinates"":[11.371060431,44.54648681]}"
1727;"{""type"":""Point"",""coordinates"":[11.371060431,44.54873511]}"
1728;"{""type"":""Point"",""coordinates"":[11.371060431,44.550983411]}"
1729;"{""type"":""Point"",""coordinates"":[11.374208196,44.454306472]}"
1730;"{""type"":""Point"",""coordinates"":[11.374208196,44.456554773]}"
1731;"{""type"":""Point"",""coordinates"":[11.374208196,44.458803074]}"
1732;"{""type"":""Point"",""coordinates"":[11.374208196,44.461051375]}"
1733;"{""type"":""Point"",""coordinates"":[11.374208196,44.463299676]}"
1734;"{""type"":""Point"",""coordinates"":[11.374208196,44.465547977]}"
1735;"{""type"":""Point"",""coordinates"":[11.374208196,44.467796278]}"
1736;"{""type"":""Point"",""coordinates"":[11.374208196,44.470044579]}"
1737;"{""type"":""Point"",""coordinates"":[11.374208196,44.47229288]}"
1738;"{""type"":""Point"",""coordinates"":[11.374208196,44.47454118]}"
1739;"{""type"":""Point"",""coordinates"":[11.374208196,44.476789481]}"
1740;"{""type"":""Point"",""coordinates"":[11.374208196,44.479037782]}"
1741;"{""type"":""Point"",""coordinates"":[11.374208196,44.481286083]}"
1742;"{""type"":""Point"",""coordinates"":[11.374208196,44.483534384]}"
1743;"{""type"":""Point"",""coordinates"":[11.374208196,44.485782685]}"
1744;"{""type"":""Point"",""coordinates"":[11.374208196,44.488030986]}"
1745;"{""type"":""Point"",""coordinates"":[11.374208196,44.490279287]}"
1746;"{""type"":""Point"",""coordinates"":[11.374208196,44.492527588]}"
1747;"{""type"":""Point"",""coordinates"":[11.374208196,44.494775889]}"
1748;"{""type"":""Point"",""coordinates"":[11.374208196,44.49702419]}"
1749;"{""type"":""Point"",""coordinates"":[11.374208196,44.49927249]}"
1750;"{""type"":""Point"",""coordinates"":[11.374208196,44.501520791]}"
1751;"{""type"":""Point"",""coordinates"":[11.374208196,44.503769092]}"
1752;"{""type"":""Point"",""coordinates"":[11.374208196,44.506017393]}"
1753;"{""type"":""Point"",""coordinates"":[11.374208196,44.508265694]}"
1754;"{""type"":""Point"",""coordinates"":[11.374208196,44.510513995]}"
1755;"{""type"":""Point"",""coordinates"":[11.374208196,44.512762296]}"
1756;"{""type"":""Point"",""coordinates"":[11.374208196,44.515010597]}"
1757;"{""type"":""Point"",""coordinates"":[11.374208196,44.517258898]}"
1758;"{""type"":""Point"",""coordinates"":[11.374208196,44.519507199]}"
1759;"{""type"":""Point"",""coordinates"":[11.374208196,44.5217555]}"
1760;"{""type"":""Point"",""coordinates"":[11.374208196,44.5240038]}"
1761;"{""type"":""Point"",""coordinates"":[11.374208196,44.526252101]}"
1762;"{""type"":""Point"",""coordinates"":[11.374208196,44.528500402]}"
1763;"{""type"":""Point"",""coordinates"":[11.374208196,44.530748703]}"
1764;"{""type"":""Point"",""coordinates"":[11.374208196,44.532997004]}"
1765;"{""type"":""Point"",""coordinates"":[11.374208196,44.535245305]}"
1766;"{""type"":""Point"",""coordinates"":[11.374208196,44.537493606]}"
1767;"{""type"":""Point"",""coordinates"":[11.374208196,44.539741907]}"
1768;"{""type"":""Point"",""coordinates"":[11.374208196,44.541990208]}"
1769;"{""type"":""Point"",""coordinates"":[11.374208196,44.544238509]}"
1770;"{""type"":""Point"",""coordinates"":[11.374208196,44.54648681]}"
1771;"{""type"":""Point"",""coordinates"":[11.374208196,44.54873511]}"
1772;"{""type"":""Point"",""coordinates"":[11.374208196,44.550983411]}"
1773;"{""type"":""Point"",""coordinates"":[11.377355961,44.461051375]}"
1774;"{""type"":""Point"",""coordinates"":[11.377355961,44.463299676]}"
1775;"{""type"":""Point"",""coordinates"":[11.377355961,44.465547977]}"
1776;"{""type"":""Point"",""coordinates"":[11.377355961,44.467796278]}"
1777;"{""type"":""Point"",""coordinates"":[11.377355961,44.470044579]}"
1778;"{""type"":""Point"",""coordinates"":[11.377355961,44.47229288]}"
1779;"{""type"":""Point"",""coordinates"":[11.377355961,44.47454118]}"
1780;"{""type"":""Point"",""coordinates"":[11.377355961,44.476789481]}"
1781;"{""type"":""Point"",""coordinates"":[11.377355961,44.479037782]}"
1782;"{""type"":""Point"",""coordinates"":[11.377355961,44.481286083]}"
1783;"{""type"":""Point"",""coordinates"":[11.377355961,44.483534384]}"
1784;"{""type"":""Point"",""coordinates"":[11.377355961,44.485782685]}"
1785;"{""type"":""Point"",""coordinates"":[11.377355961,44.488030986]}"
1786;"{""type"":""Point"",""coordinates"":[11.377355961,44.490279287]}"
1787;"{""type"":""Point"",""coordinates"":[11.377355961,44.492527588]}"
1788;"{""type"":""Point"",""coordinates"":[11.377355961,44.494775889]}"
1789;"{""type"":""Point"",""coordinates"":[11.377355961,44.49702419]}"
1790;"{""type"":""Point"",""coordinates"":[11.377355961,44.49927249]}"
1791;"{""type"":""Point"",""coordinates"":[11.377355961,44.501520791]}"
1792;"{""type"":""Point"",""coordinates"":[11.377355961,44.503769092]}"
1793;"{""type"":""Point"",""coordinates"":[11.377355961,44.506017393]}"
1794;"{""type"":""Point"",""coordinates"":[11.377355961,44.508265694]}"
1795;"{""type"":""Point"",""coordinates"":[11.377355961,44.510513995]}"
1796;"{""type"":""Point"",""coordinates"":[11.377355961,44.512762296]}"
1797;"{""type"":""Point"",""coordinates"":[11.377355961,44.515010597]}"
1798;"{""type"":""Point"",""coordinates"":[11.377355961,44.517258898]}"
1799;"{""type"":""Point"",""coordinates"":[11.377355961,44.519507199]}"
1800;"{""type"":""Point"",""coordinates"":[11.377355961,44.5217555]}"
1801;"{""type"":""Point"",""coordinates"":[11.377355961,44.5240038]}"
1802;"{""type"":""Point"",""coordinates"":[11.377355961,44.526252101]}"
1803;"{""type"":""Point"",""coordinates"":[11.377355961,44.528500402]}"
1804;"{""type"":""Point"",""coordinates"":[11.377355961,44.530748703]}"
1805;"{""type"":""Point"",""coordinates"":[11.377355961,44.532997004]}"
1806;"{""type"":""Point"",""coordinates"":[11.377355961,44.535245305]}"
1807;"{""type"":""Point"",""coordinates"":[11.377355961,44.537493606]}"
1808;"{""type"":""Point"",""coordinates"":[11.377355961,44.539741907]}"
1809;"{""type"":""Point"",""coordinates"":[11.377355961,44.541990208]}"
1810;"{""type"":""Point"",""coordinates"":[11.377355961,44.544238509]}"
1811;"{""type"":""Point"",""coordinates"":[11.377355961,44.54648681]}"
1812;"{""type"":""Point"",""coordinates"":[11.377355961,44.54873511]}"
1813;"{""type"":""Point"",""coordinates"":[11.380503725,44.461051375]}"
1814;"{""type"":""Point"",""coordinates"":[11.380503725,44.463299676]}"
1815;"{""type"":""Point"",""coordinates"":[11.380503725,44.465547977]}"
1816;"{""type"":""Point"",""coordinates"":[11.380503725,44.467796278]}"
1817;"{""type"":""Point"",""coordinates"":[11.380503725,44.470044579]}"
1818;"{""type"":""Point"",""coordinates"":[11.380503725,44.47229288]}"
1819;"{""type"":""Point"",""coordinates"":[11.380503725,44.47454118]}"
1820;"{""type"":""Point"",""coordinates"":[11.380503725,44.476789481]}"
1821;"{""type"":""Point"",""coordinates"":[11.380503725,44.479037782]}"
1822;"{""type"":""Point"",""coordinates"":[11.380503725,44.481286083]}"
1823;"{""type"":""Point"",""coordinates"":[11.380503725,44.483534384]}"
1824;"{""type"":""Point"",""coordinates"":[11.380503725,44.485782685]}"
1825;"{""type"":""Point"",""coordinates"":[11.380503725,44.488030986]}"
1826;"{""type"":""Point"",""coordinates"":[11.380503725,44.490279287]}"
1827;"{""type"":""Point"",""coordinates"":[11.380503725,44.492527588]}"
1828;"{""type"":""Point"",""coordinates"":[11.380503725,44.494775889]}"
1829;"{""type"":""Point"",""coordinates"":[11.380503725,44.49702419]}"
1830;"{""type"":""Point"",""coordinates"":[11.380503725,44.49927249]}"
1831;"{""type"":""Point"",""coordinates"":[11.380503725,44.501520791]}"
1832;"{""type"":""Point"",""coordinates"":[11.380503725,44.503769092]}"
1833;"{""type"":""Point"",""coordinates"":[11.380503725,44.506017393]}"
1834;"{""type"":""Point"",""coordinates"":[11.380503725,44.508265694]}"
1835;"{""type"":""Point"",""coordinates"":[11.380503725,44.510513995]}"
1836;"{""type"":""Point"",""coordinates"":[11.380503725,44.512762296]}"
1837;"{""type"":""Point"",""coordinates"":[11.380503725,44.515010597]}"
1838;"{""type"":""Point"",""coordinates"":[11.380503725,44.517258898]}"
1839;"{""type"":""Point"",""coordinates"":[11.380503725,44.519507199]}"
1840;"{""type"":""Point"",""coordinates"":[11.380503725,44.5217555]}"
1841;"{""type"":""Point"",""coordinates"":[11.380503725,44.5240038]}"
1842;"{""type"":""Point"",""coordinates"":[11.380503725,44.526252101]}"
1843;"{""type"":""Point"",""coordinates"":[11.380503725,44.528500402]}"
1844;"{""type"":""Point"",""coordinates"":[11.380503725,44.530748703]}"
1845;"{""type"":""Point"",""coordinates"":[11.380503725,44.532997004]}"
1846;"{""type"":""Point"",""coordinates"":[11.380503725,44.535245305]}"
1847;"{""type"":""Point"",""coordinates"":[11.380503725,44.537493606]}"
1848;"{""type"":""Point"",""coordinates"":[11.380503725,44.539741907]}"
1849;"{""type"":""Point"",""coordinates"":[11.380503725,44.541990208]}"
1850;"{""type"":""Point"",""coordinates"":[11.380503725,44.544238509]}"
1851;"{""type"":""Point"",""coordinates"":[11.380503725,44.54648681]}"
1852;"{""type"":""Point"",""coordinates"":[11.38365149,44.461051375]}"
1853;"{""type"":""Point"",""coordinates"":[11.38365149,44.463299676]}"
1854;"{""type"":""Point"",""coordinates"":[11.38365149,44.465547977]}"
1855;"{""type"":""Point"",""coordinates"":[11.38365149,44.467796278]}"
1856;"{""type"":""Point"",""coordinates"":[11.38365149,44.470044579]}"
1857;"{""type"":""Point"",""coordinates"":[11.38365149,44.47229288]}"
1858;"{""type"":""Point"",""coordinates"":[11.38365149,44.47454118]}"
1859;"{""type"":""Point"",""coordinates"":[11.38365149,44.476789481]}"
1860;"{""type"":""Point"",""coordinates"":[11.38365149,44.479037782]}"
1861;"{""type"":""Point"",""coordinates"":[11.38365149,44.481286083]}"
1862;"{""type"":""Point"",""coordinates"":[11.38365149,44.483534384]}"
1863;"{""type"":""Point"",""coordinates"":[11.38365149,44.485782685]}"
1864;"{""type"":""Point"",""coordinates"":[11.38365149,44.488030986]}"
1865;"{""type"":""Point"",""coordinates"":[11.38365149,44.490279287]}"
1866;"{""type"":""Point"",""coordinates"":[11.38365149,44.492527588]}"
1867;"{""type"":""Point"",""coordinates"":[11.38365149,44.494775889]}"
1868;"{""type"":""Point"",""coordinates"":[11.38365149,44.49702419]}"
1869;"{""type"":""Point"",""coordinates"":[11.38365149,44.49927249]}"
1870;"{""type"":""Point"",""coordinates"":[11.38365149,44.501520791]}"
1871;"{""type"":""Point"",""coordinates"":[11.38365149,44.503769092]}"
1872;"{""type"":""Point"",""coordinates"":[11.38365149,44.506017393]}"
1873;"{""type"":""Point"",""coordinates"":[11.38365149,44.508265694]}"
1874;"{""type"":""Point"",""coordinates"":[11.38365149,44.510513995]}"
1875;"{""type"":""Point"",""coordinates"":[11.38365149,44.512762296]}"
1876;"{""type"":""Point"",""coordinates"":[11.38365149,44.515010597]}"
1877;"{""type"":""Point"",""coordinates"":[11.38365149,44.517258898]}"
1878;"{""type"":""Point"",""coordinates"":[11.38365149,44.519507199]}"
1879;"{""type"":""Point"",""coordinates"":[11.38365149,44.5217555]}"
1880;"{""type"":""Point"",""coordinates"":[11.38365149,44.5240038]}"
1881;"{""type"":""Point"",""coordinates"":[11.38365149,44.526252101]}"
1882;"{""type"":""Point"",""coordinates"":[11.38365149,44.528500402]}"
1883;"{""type"":""Point"",""coordinates"":[11.38365149,44.530748703]}"
1884;"{""type"":""Point"",""coordinates"":[11.38365149,44.532997004]}"
1885;"{""type"":""Point"",""coordinates"":[11.38365149,44.535245305]}"
1886;"{""type"":""Point"",""coordinates"":[11.38365149,44.537493606]}"
1887;"{""type"":""Point"",""coordinates"":[11.38365149,44.539741907]}"
1888;"{""type"":""Point"",""coordinates"":[11.38365149,44.541990208]}"
1889;"{""type"":""Point"",""coordinates"":[11.38365149,44.544238509]}"
1890;"{""type"":""Point"",""coordinates"":[11.38365149,44.54648681]}"
1891;"{""type"":""Point"",""coordinates"":[11.386799255,44.461051375]}"
1892;"{""type"":""Point"",""coordinates"":[11.386799255,44.463299676]}"
1893;"{""type"":""Point"",""coordinates"":[11.386799255,44.465547977]}"
1894;"{""type"":""Point"",""coordinates"":[11.386799255,44.467796278]}"
1895;"{""type"":""Point"",""coordinates"":[11.386799255,44.470044579]}"
1896;"{""type"":""Point"",""coordinates"":[11.386799255,44.47229288]}"
1897;"{""type"":""Point"",""coordinates"":[11.386799255,44.47454118]}"
1898;"{""type"":""Point"",""coordinates"":[11.386799255,44.476789481]}"
1899;"{""type"":""Point"",""coordinates"":[11.386799255,44.479037782]}"
1900;"{""type"":""Point"",""coordinates"":[11.386799255,44.481286083]}"
1901;"{""type"":""Point"",""coordinates"":[11.386799255,44.483534384]}"
1902;"{""type"":""Point"",""coordinates"":[11.386799255,44.485782685]}"
1903;"{""type"":""Point"",""coordinates"":[11.386799255,44.488030986]}"
1904;"{""type"":""Point"",""coordinates"":[11.386799255,44.490279287]}"
1905;"{""type"":""Point"",""coordinates"":[11.386799255,44.492527588]}"
1906;"{""type"":""Point"",""coordinates"":[11.386799255,44.494775889]}"
1907;"{""type"":""Point"",""coordinates"":[11.386799255,44.49702419]}"
1908;"{""type"":""Point"",""coordinates"":[11.386799255,44.49927249]}"
1909;"{""type"":""Point"",""coordinates"":[11.386799255,44.501520791]}"
1910;"{""type"":""Point"",""coordinates"":[11.386799255,44.503769092]}"
1911;"{""type"":""Point"",""coordinates"":[11.386799255,44.506017393]}"
1912;"{""type"":""Point"",""coordinates"":[11.386799255,44.508265694]}"
1913;"{""type"":""Point"",""coordinates"":[11.386799255,44.510513995]}"
1914;"{""type"":""Point"",""coordinates"":[11.386799255,44.512762296]}"
