civ_key;nome;servizio;gestione;istituzione_scolastica;quartiere;indirizzo;numero_civico;zona_di_prossimita;geo_point
324000042000;IL FLAUTO MAGICO;SCUOLA DELL'INFANZIA;STATALE;ISTITUTO COMPRENSIVO N. 15;Navile;VIA ALFONSO LOMBARDI;42;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.352219946,44.516219755]}"
324500032030;RITA LEVI MONTALCINI;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 22;Savena;VIA LOMBARDIA;32;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.381446319,44.475226843]}"
324900008000;FANTINI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Borgo Panigale - Reno;VIA A. E P. LORENZETTI;8;BARCA;"{""type"":""Point"",""coordinates"":[11.292879276,44.491421193]}"
325100004000;IL GUERCINO;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 09;Savena;VIA LUIGI LONGO;4;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.385633969,44.467705247]}"
349000022000;ARCANGELI (SEDE CENTRALE);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Santo Stefano;VIA GIOVANNI MARCHETTI;22;MURRI;"{""type"":""Point"",""coordinates"":[11.36279707,44.476552242]}"
351000175000;GALLON;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;175;BORGO PANIGALE;"{""type"":""Point"",""coordinates"":[11.26853695,44.519998471]}"
351000181000;LEPIDO;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;181;BORGO PANIGALE;"{""type"":""Point"",""coordinates"":[11.267799684,44.520373681]}"
352000040000;ALDROVANDI RUBBIANI (SEDE CENTRALE);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Porto - Saragozza;VIA GUGLIELMO MARCONI;40;MARCONI;"{""type"":""Point"",""coordinates"":[11.339325405,44.501301094]}"
352500020020;MALPIGHI (SEDE DISTACCATA DEL I.I.S. MARCELLO MALPIGHI DI CREVALCORE);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Navile;VIA MARCO POLO;20;BEVERARA;"{""type"":""Point"",""coordinates"":[11.327960816,44.517882134]}"
352500060000;L'ISOLA DEI TESORI;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;L'ISOLA DEI TESORI;Navile;VIA MARCO POLO;60;BEVERARA;"{""type"":""Point"",""coordinates"":[11.32876237,44.52382307]}"
35260000800B;IL CASTELLO INCANTATO;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;IL CASTELLO INCANTATO;Borgo Panigale - Reno;VIA GIULIO MARCOVIGI;8;BARCA;"{""type"":""Point"",""coordinates"":[11.297156948,44.496877531]}"
358500025010;TEMPESTA;NIDO D'INFANZIA;COMUNALE IN APPALTO;COMUNE DI BOLOGNA;San Donato - San Vitale;VIA TOMMASO MARTELLI;25;CROCE DEL BIACCO - ROVERI;"{""type"":""Point"",""coordinates"":[11.397438486,44.491362148]}"
358500037000;TEMPESTA;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 07;San Donato - San Vitale;VIA TOMMASO MARTELLI;37;CROCE DEL BIACCO - ROVERI;"{""type"":""Point"",""coordinates"":[11.398734041,44.49071405]}"
360500002000;MARTINI;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA PAOLO G. MARTINI;2;SARAGOZZA - SAN LUCA;"{""type"":""Point"",""coordinates"":[11.316171012,44.494475712]}"
362500001080;CAVINA - BRUCO ROSA;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA MARZABOTTO;1;SAFFI;"{""type"":""Point"",""coordinates"":[11.312028552,44.502951578]}"
362800010000;LANZARINI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Navile;VIA MARZIALE;10;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.350587193,44.53165848]}"
362800012000;CROCE COPERTA;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 15;Navile;VIA MARZIALE;12;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.349279285,44.531842157]}"
368000400020;PHOEBIS;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;PHOEBIS;San Donato - San Vitale;VIA GIUSEPPE MASSARENTI;400;CIRENAICA - MASSARENTI - SCANDELLARA;"{""type"":""Point"",""coordinates"":[11.380717103,44.49419496]}"
371000007000;SABIN;SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Navile;VIA GIACOMO MATTEOTTI;7;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.346418516,44.506988228]}"
372000001000;TOVAGLIE;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA DE' MATTUIANI;1;GALVANI;"{""type"":""Point"",""coordinates"":[11.342427661,44.489072791]}"
372000001010;PADIGLIONE;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA DE' MATTUIANI;1;GALVANI;"{""type"":""Point"",""coordinates"":[11.342155906,44.48891912]}"
373000172020;FERMI;SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";San Donato - San Vitale;VIA MAZZINI;172;CIRENAICA - MASSARENTI - SCANDELLARA;"{""type"":""Point"",""coordinates"":[11.372660873,44.484820104]}"
373500010000;MAZZONI;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Savena;VIA CORRADO MAZZONI;10;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.381745529,44.472300488]}"
384800013000;MAZZONI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Savena;VIA MILANO;13;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.379641259,44.472603585]}"
385000003010;DE AMICIS;SCUOLA DELL'INFANZIA;STATALE;ISTITUTO COMPRENSIVO N. 18;Porto - Saragozza;VIA MILAZZO;3;MARCONI;"{""type"":""Point"",""coordinates"":[11.343307178,44.503197724]}"
388000017000;GALVANI (SEDE DISTACCATA);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Porto - Saragozza;VIA DON GIOVANNI MINZONI;17;MARCONI;"{""type"":""Point"",""coordinates"":[11.336005098,44.503145386]}"
389400005000;IL GIARDINO DELLE QUERCE;SCUOLA DELL'INFANZIA;PRIVATA NON PARITARIA;ASSOCIAZIONE STEINERIANA;Savena;VIA MISA;5;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.38487796,44.485324157]}"
397000005000;IL GIARDINO INCANTATO;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;IL GIARDINO INCANTATO;Porto - Saragozza;VIA MONTELLO;5;SAFFI;"{""type"":""Point"",""coordinates"":[11.322005115,44.500475382]}"
397000042000;SANTA TERESA DEL BAMBIN GESU';SCUOLA SECONDARIA DI PRIMO GRADO;PRIVATA PARITARIA;MAESTRE PIE DELL'ADDOLORATA;Porto - Saragozza;VIA MONTELLO;42;SAFFI;"{""type"":""Point"",""coordinates"":[11.321435284,44.497447151]}"
398000001000;DOZZA GIUSEPPE;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA BRUNO MONTERUMICI;1;SAFFI;"{""type"":""Point"",""coordinates"":[11.311966111,44.503166375]}"
398000001020;DALL'OLIO;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA BRUNO MONTERUMICI;1;SAFFI;"{""type"":""Point"",""coordinates"":[11.311397364,44.503375319]}"
401000004040;GARAGNANI;SCUOLA DELL'INFANZIA;PRIVATA CONVENZIONATA;ASSOCIAZIONE STEINERIANA MARIA GARAGNANI;Borgo Panigale - Reno;VIA MORAZZO;4;BORGO PANIGALE;"{""type"":""Point"",""coordinates"":[11.257036131,44.501638277]}"
402800031000;BESTA;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 10;San Donato - San Vitale;VIALE ALDO MORO;31;SAN DONATO VECCHIO;"{""type"":""Point"",""coordinates"":[11.362663711,44.508383712]}"
404000001000;ALDROVANDI RUBBIANI (SEDE DISTACCATA);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Porto - Saragozza;VIA PASQUALE MURATORI;1;SARAGOZZA - SAN LUCA;"{""type"":""Point"",""coordinates"":[11.327016113,44.496355879]}"
404500074000;ISTITUTO SAN GIUSEPPE;SCUOLA PRIMARIA;PRIVATA PARITARIA;SAN GIUSEPPE;Santo Stefano;VIA AUGUSTO MURRI;74;MURRI;"{""type"":""Point"",""coordinates"":[11.362977606,44.480757123]}"
404500158000;TAMBRONI;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 13;Savena;VIA AUGUSTO MURRI;158;MURRI;"{""type"":""Point"",""coordinates"":[11.368726346,44.47409846]}"
404500159000;TESTI RASPONI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA AUGUSTO MURRI;159;MURRI;"{""type"":""Point"",""coordinates"":[11.36682891,44.475502072]}"
407000022000;GIORDANI;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 06;San Donato - San Vitale;VIA MARIO MUSOLESI;22;CIRENAICA - MASSARENTI - SCANDELLARA;"{""type"":""Point"",""coordinates"":[11.366315629,44.495603702]}"
408000001000;SAN DOMENICO SAVIO;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 09;Savena;VIA ETTORE NADALINI;1;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.395672527,44.478022544]}"
408300023000;ROSSI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA GASPARE NADI;23;MURRI;"{""type"":""Point"",""coordinates"":[11.373108145,44.479981202]}"
409100014000;SCUOLA DELLE IDEE;SCUOLA SECONDARIA DI PRIMO GRADO;PRIVATA PARITARIA;"";Borgo Panigale - Reno;VIA PAOLO NANNI COSTA;14;SANTA VIOLA;"{""type"":""Point"",""coordinates"":[11.307133239,44.508631495]}"
413000034000;LE ALI DI ALICE;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;LE ALI DI ALICE;Navile;VIA NICOLO' DALL'ARCA;34;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.34313515,44.512143397]}"
415000047000;LICEO STEAM INTERNATIONAL QUADRIENNALE;SCUOLA SECONDARIA DI SECONDO GRADO;PRIVATA PARITARIA;"";Porto - Saragozza;VIA NOSADELLA;47;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.334703254,44.491334362]}"
415000049020;IL CAVALLINO A DONDOLO;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;IL CAVALLINO A DONDOLO;Porto - Saragozza;VIA NOSADELLA;49;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.334621084,44.491081828]}"
41500005100B;AL CINEMA!;SCUOLA DELL'INFANZIA;INDIRETTA;FONDAZIONE GUALANDI;Porto - Saragozza;VIA NOSADELLA;51;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.334462006,44.490760907]}"
421500007000;XXI APRILE;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA GINO ONOFRI;7;SARAGOZZA - SAN LUCA;"{""type"":""Point"",""coordinates"":[11.31445181,44.491333396]}"
423000029000;SAN PIETRO MARTIRE;SCUOLA DELL'INFANZIA;PRIVATA CONVENZIONATA;SAN PIETRO MARTIRE;Santo Stefano;VIA ORFEO;29;GALVANI;"{""type"":""Point"",""coordinates"":[11.351932182,44.485896811]}"
42300003205A;LA TORTA IN CIELO;NIDO D'INFANZIA;PRIVATA;LA TORTA IN CIELO;Santo Stefano;VIA ORFEO;32;GALVANI;"{""type"":""Point"",""coordinates"":[11.350940947,44.486756362]}"
423500040000;LA NUVOLA;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;LA NUVOLA;Santo Stefano;VIALE ALFREDO ORIANI;40;MURRI;"{""type"":""Point"",""coordinates"":[11.360502731,44.484683701]}"
42700007700A;PACIUGO;SCUOLA DELL'INFANZIA;INDIRETTA;SOCIETÀ DOLCE;Savena;VIA DEGLI ORTOLANI;77;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.385139253,44.472645936]}"
428500088000;KINDER HAUS / KINDER COLLEGE;SCUOLA PRIMARIA;PRIVATA PARITARIA;KINDER HAUS;Santo Stefano;VIA DELL'OSSERVANZA;88;OSSERVANZA - PADERNO;"{""type"":""Point"",""coordinates"":[11.325856969,44.480958436]}"
430500003030;ARCO GUIDI - PLESSO PACE;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;PIAZZA DELLA PACE;3;SARAGOZZA - SAN LUCA;"{""type"":""Point"",""coordinates"":[11.311335146,44.493107944]}"
431700005000;MINELLI GIOVANNINI;SCUOLA DELL'INFANZIA;PRIVATA CONVENZIONATA;MINELLI GIOVANINI;San Donato - San Vitale;VIA MAURIZIO PADOA;5;CIRENAICA - MASSARENTI - SCANDELLARA;"{""type"":""Point"",""coordinates"":[11.372663036,44.48527]}"
435500006000;SANT'ALBERTO MAGNO;SCUOLA SECONDARIA DI PRIMO GRADO;PRIVATA PARITARIA;SANT'ALBERTO MAGNO;Porto - Saragozza;VIA PALESTRO;6;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.337596016,44.489774349]}"
438800017030;LEONARDO DA VINCI (SEDE DISTACCATA);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Borgo Panigale - Reno;VIA PIO PANFILI;17;BARCA;"{""type"":""Point"",""coordinates"":[11.287166954,44.489100455]}"
439700001000;SAFFI;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 11;San Donato - San Vitale;VIA ALFREDO PANZINI;1;SAN DONATO NUOVO;"{""type"":""Point"",""coordinates"":[11.391972817,44.510255388]}"
439700003000;ROMAGNOLI;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 11;San Donato - San Vitale;VIA ALFREDO PANZINI;3;SAN DONATO NUOVO;"{""type"":""Point"",""coordinates"":[11.393195206,44.509030815]}"
439700005000;PANZINI;SCUOLA DELL'INFANZIA;STATALE;ISTITUTO COMPRENSIVO N. 11;San Donato - San Vitale;VIA ALFREDO PANZINI;5;SAN DONATO NUOVO;"{""type"":""Point"",""coordinates"":[11.393581091,44.508592951]}"
443500003000;BARACCANO;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA GIOVANNI PASCOLI;3;GALVANI;"{""type"":""Point"",""coordinates"":[11.350442884,44.486154009]}"
443500005000;ROLANDINO DE PASSEGGERI;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 20;Santo Stefano;VIA GIOVANNI PASCOLI;5;GALVANI;"{""type"":""Point"",""coordinates"":[11.350278184,44.485560636]}"
446500104000;PORTOBELLO;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA PASUBIO;104;SAFFI;"{""type"":""Point"",""coordinates"":[11.310201631,44.500452079]}"
446700015000;PAVESE (SUCCURSALE FERRARI);SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 13;Savena;VIA CESARE PAVESE;15;LUNGO SAVENA;"{""type"":""Point"",""coordinates"":[11.360474763,44.451206129]}"
446800025000;SERPIERI;SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Navile;VIA VITTORIO PEGLION;25;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.36583247,44.548275143]}"
447500009000;LUNETTA GAMBERINI;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA PELLIZZA DA VOLPEDO;9;MURRI;"{""type"":""Point"",""coordinates"":[11.372805833,44.480668704]}"
447500011000;IL MONELLO;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA PELLIZZA DA VOLPEDO;11;MURRI;"{""type"":""Point"",""coordinates"":[11.373065825,44.480651947]}"
449500003000;RIGHI (SEDE CENTRALE);SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Porto - Saragozza;VIALE CARLO PEPOLI;3;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.3295436,44.491778611]}"
451500026000;GOBETTI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA GIACOMO ANTONIO PERTI;26;SARAGOZZA - SAN LUCA;"{""type"":""Point"",""coordinates"":[11.322629844,44.491242432]}"
453500006000;SAN DONATO;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;San Donato - San Vitale;VIA ETTORE PETROLINI;6;SAN DONATO VECCHIO;"{""type"":""Point"",""coordinates"":[11.368419588,44.504891434]}"
454800001000;GIROTONDO;SCUOLA DELL'INFANZIA;STATALE;ISTITUTO COMPRENSIVO N. 04;Navile;VIA RAFFAELE PETTAZZONI;1;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.356428439,44.542399804]}"
457000002000;FIGLIE DI SANT'ANNA;SCUOLA PRIMARIA;PRIVATA PARITARIA;FIGLIE DI SANT'ANNA;Porto - Saragozza;VIA PIAVE;2;SAFFI;"{""type"":""Point"",""coordinates"":[11.316426498,44.502269096]}"
457000004000;LA PENTOLA MAGICA;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;LA PENTOLA MAGICA;Porto - Saragozza;VIA PIAVE;4;SAFFI;"{""type"":""Point"",""coordinates"":[11.316495866,44.501715209]}"
457000012030;MARAMEO;NIDO D'INFANZIA;COMUNALE IN CONCESSIONE;COMUNE DI BOLOGNA;Porto - Saragozza;VIA PIAVE;12;SAFFI;"{""type"":""Point"",""coordinates"":[11.315383789,44.500550555]}"
459000021020;CASA DEL BOSCO;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Borgo Panigale - Reno;VIA DELLA PIETRA;21;CASTELDEBOLE - PONTELUNGO;"{""type"":""Point"",""coordinates"":[11.2852445,44.510696949]}"
469500002000;FORTUZZI;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 20;Santo Stefano;VIALE STENIO POLISCHI;2;MURRI;"{""type"":""Point"",""coordinates"":[11.349938431,44.482835406]}"
472300006000;SAN GIUSEPPE;SCUOLA DELL'INFANZIA;PRIVATA PARITARIA;SAN GIUSEPPE;Savena;VIA PONTEVECCHIO;6;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.378552254,44.480762474]}"
472700007020;PADRE O. MARELLA;SCUOLA DELL'INFANZIA;STATALE;ISTITUTO COMPRENSIVO N. 12;Savena;VIA POPULONIA;7;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.385246187,44.487609279]}"
472700009000;PADRE O. MARELLA;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 12;Savena;VIA POPULONIA;9;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.385446912,44.487927179]}"
472700011000;FARINI;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 12;Savena;VIA POPULONIA;11;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.385669897,44.488312863]}"
473500009000;NUOVO CROCE COPERTA;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Navile;VIA CARLO PORTA;9;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.350714428,44.531345641]}"
475000006000;PEZZOLI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Savena;VIA PORTAZZA;6;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.38765733,44.470387944]}"
476000022000;MAGGIORE;SCUOLA DELL'INFANZIA;PRIVATA NON PARITARIA;MAGGIORE;Santo Stefano;VICOLO POSTERLA;22;GALVANI;"{""type"":""Point"",""coordinates"":[11.350329841,44.49067562]}"
481500024020;IL MAGGIOLINO CLUB;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;IL MAGGIOLINO CLUB;Navile;VIA CAMILLO PROCACCINI;24;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.342319286,44.513223686]}"
481500026020;BOLDRINI;SCUOLA SECONDARIA DI SECONDO GRADO;PRIVATA PARITARIA;"";Navile;VIA CAMILLO PROCACCINI;26;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.342361577,44.513494065]}"
486000032000;VILLA TERESA;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Santo Stefano;VIA VITTORIO PUTTI;32;OSSERVANZA - PADERNO;"{""type"":""Point"",""coordinates"":[11.345707836,44.480307377]}"
497500023030;BALU';SCUOLA DELL'INFANZIA;INDIRETTA;ANCORA SERVIZI;San Donato - San Vitale;VIALE DELLA REPUBBLICA;23;SAN DONATO VECCHIO;"{""type"":""Point"",""coordinates"":[11.361569459,44.506717888]}"
500000005050;LAURA BASSI (SEDE DISTACCATA) - LICEO MUSICALE LUCIO DALLA;SCUOLA SECONDARIA DI SECONDO GRADO;STATALE;"";Porto - Saragozza;VIA DEL RICCIO;5;MALPIGHI;"{""type"":""Point"",""coordinates"":[11.336888531,44.491154321]}"
504500006000;SANTA RITA;SCUOLA DELL'INFANZIA;PRIVATA CONVENZIONATA;SANTA RITA;San Donato - San Vitale;VIA S.RITA;6;CIRENAICA - MASSARENTI - SCANDELLARA;"{""type"":""Point"",""coordinates"":[11.384379183,44.495004668]}"
507800023000;GIOVANNINO;NIDO D'INFANZIA;PRIVATA CONVENZIONATA;GIOVANNINO;Savena;VIALE ROMA;23;PONTEVECCHIO - MAZZINI;"{""type"":""Point"",""coordinates"":[11.391944834,44.468548869]}"
514200012020;ROSELLE;NIDO D'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Savena;VIA ROSELLE;12;FOSSOLO - DUE MADONNE;"{""type"":""Point"",""coordinates"":[11.382187196,44.486139188]}"
52450000800A;CECCARELLI;SCUOLA DELL'INFANZIA;COMUNALE;COMUNE DI BOLOGNA;Navile;VIA DI SALICETO;8;BOLOGNINA;"{""type"":""Point"",""coordinates"":[11.348648934,44.512924932]}"
524500072000;SALICETO (SUCCURSALE CASARALTA);SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 15;Navile;VIA DI SALICETO;72;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.352049645,44.523045604]}"
524500074000;ZAPPA;SCUOLA SECONDARIA DI PRIMO GRADO;STATALE;ISTITUTO COMPRENSIVO N. 15;Navile;VIA DI SALICETO;74;CORTICELLA - DOZZA;"{""type"":""Point"",""coordinates"":[11.35226135,44.52352809]}"
528500002000;ALDO MORO;SCUOLA PRIMARIA;STATALE;ISTITUTO COMPRENSIVO N. 14;Borgo Panigale - Reno;VIA SANTORRE DI SANTAROSA;2;BIRRA - BARGELLINO - LAVINO;"{""type"":""Point"",""coordinates"":[11.292946348,44.52018112]}"
